date,state,daily,donations_new,donations_returning,year
2022-02-02,Melaka,89,13,76,2022
2022-02-03,Melaka,57,11,46,2022
2022-02-04,Melaka,14,0,14,2022
2022-02-05,Melaka,134,17,117,2022
2022-02-06,Melaka,125,22,103,2022
2022-02-07,Melaka,13,0,13,2022
2022-02-08,Melaka,41,6,35,2022
2022-02-09,Melaka,91,13,78,2022
2022-02-10,Melaka,34,3,31,2022
2022-02-11,Melaka,16,2,14,2022
2022-02-12,Melaka,133,24,109,2022
2022-02-13,Melaka,107,21,86,2022
2022-02-14,Melaka,11,1,10,2022
2022-02-15,Melaka,42,5,37,2022
2022-02-16,Melaka,95,13,82,2022
2022-02-17,Melaka,112,22,90,2022
2022-02-18,Melaka,15,8,7,2022
2022-02-19,Melaka,133,18,115,2022
2022-02-20,Melaka,157,23,134,2022
2022-02-21,Melaka,10,0,10,2022
2022-02-22,Melaka,95,17,78,2022
2022-02-23,Melaka,51,6,45,2022
2022-02-24,Melaka,74,12,62,2022
2022-02-25,Melaka,20,0,20,2022
2022-02-26,Melaka,176,47,129,2022
2022-02-27,Melaka,133,21,112,2022
2022-02-28,Melaka,19,0,19,2022
2022-03-01,Melaka,75,4,71,2022
2022-03-02,Melaka,74,13,61,2022
2022-03-03,Melaka,91,20,71,2022
2022-03-04,Melaka,7,1,6,2022
2022-03-05,Melaka,160,24,136,2022
2022-03-06,Melaka,181,35,146,2022
2022-03-07,Melaka,8,1,7,2022
2022-03-08,Melaka,60,10,50,2022
2022-03-09,Melaka,83,8,75,2022
2022-03-10,Melaka,47,7,40,2022
2022-03-11,Melaka,11,0,11,2022
2022-03-12,Melaka,102,14,88,2022
2022-03-13,Melaka,163,22,141,2022
2022-03-14,Melaka,10,2,8,2022
2022-03-15,Melaka,59,8,51,2022
2022-03-16,Melaka,233,102,131,2022
2022-03-17,Melaka,38,7,31,2022
2022-03-18,Melaka,13,2,11,2022
2022-03-19,Melaka,178,23,155,2022
2022-03-20,Melaka,255,27,228,2022
2022-03-21,Melaka,18,1,17,2022
2022-03-22,Melaka,81,12,69,2022
2022-03-23,Melaka,71,8,63,2022
2022-03-24,Melaka,26,1,25,2022
2022-03-25,Melaka,61,6,55,2022
2022-03-26,Melaka,137,32,105,2022
2022-03-27,Melaka,216,32,184,2022
2022-03-28,Melaka,15,1,14,2022
2022-03-29,Melaka,179,72,107,2022
2022-03-30,Melaka,96,48,48,2022
2022-03-31,Melaka,68,10,58,2022
2022-04-01,Melaka,48,6,42,2022
2022-04-02,Melaka,116,6,110,2022
2022-04-03,Melaka,0,0,0,2022
2022-04-04,Melaka,20,1,19,2022
2022-04-05,Melaka,31,8,23,2022
2022-04-06,Melaka,65,16,49,2022
2022-04-07,Melaka,30,2,28,2022
2022-04-08,Melaka,16,2,14,2022
2022-04-09,Melaka,84,12,72,2022
2022-04-10,Melaka,137,112,25,2022
2022-04-11,Melaka,4,0,4,2022
2022-04-12,Melaka,81,15,66,2022
2022-04-13,Melaka,130,47,83,2022
2022-04-14,Melaka,62,31,31,2022
2022-04-15,Melaka,86,9,77,2022
2022-04-16,Melaka,111,31,80,2022
2022-04-17,Melaka,189,28,161,2022
2022-04-18,Melaka,9,1,8,2022
2022-04-19,Melaka,57,9,48,2022
2022-04-20,Melaka,96,56,40,2022
2022-04-21,Melaka,94,55,39,2022
2022-04-22,Melaka,85,14,71,2022
2022-04-23,Melaka,80,17,63,2022
2022-04-24,Melaka,125,8,117,2022
2022-04-25,Melaka,121,29,92,2022
2022-04-26,Melaka,95,30,65,2022
2022-04-27,Melaka,68,24,44,2022
2022-04-28,Melaka,38,6,32,2022
2022-04-29,Melaka,97,12,85,2022
2022-04-30,Melaka,73,19,54,2022
2022-05-01,Melaka,54,17,37,2022
2022-05-02,Melaka,0,0,0,2022
2022-05-03,Melaka,0,0,0,2022
2022-05-04,Melaka,36,5,31,2022
2022-05-05,Melaka,32,4,28,2022
2022-05-06,Melaka,67,4,63,2022
2022-05-07,Melaka,60,7,53,2022
2022-05-08,Melaka,198,17,181,2022
2022-05-09,Melaka,114,13,101,2022
2022-05-10,Melaka,142,39,103,2022
2022-05-11,Melaka,75,10,65,2022
2022-05-12,Melaka,59,9,50,2022
2022-05-13,Melaka,15,1,14,2022
2022-05-14,Melaka,207,70,137,2022
2022-05-15,Melaka,236,46,190,2022
2022-05-16,Melaka,103,17,86,2022
2022-05-17,Melaka,9,0,9,2022
2022-05-18,Melaka,98,11,87,2022
2022-05-19,Melaka,39,1,38,2022
2022-05-20,Melaka,18,1,17,2022
2022-05-21,Melaka,132,17,115,2022
2022-05-22,Melaka,293,41,252,2022
2022-05-23,Melaka,15,1,14,2022
2022-05-24,Melaka,146,45,101,2022
2022-05-25,Melaka,101,7,94,2022
2022-05-26,Melaka,92,22,70,2022
2022-05-27,Melaka,14,1,13,2022
2022-05-28,Melaka,100,19,81,2022
2022-05-29,Melaka,188,29,159,2022
2022-05-30,Melaka,15,1,14,2022
2022-05-31,Melaka,82,13,69,2022
2022-06-01,Melaka,14,4,10,2022
2022-06-02,Melaka,46,8,38,2022
2022-06-03,Melaka,57,5,52,2022
2022-06-04,Melaka,175,36,139,2022
2022-06-05,Melaka,166,32,134,2022
2022-06-06,Melaka,0,0,0,2022
2022-06-07,Melaka,49,4,45,2022
2022-06-08,Melaka,113,36,77,2022
2022-06-09,Melaka,83,10,73,2022
2022-06-10,Melaka,16,1,15,2022
2022-06-11,Melaka,44,16,28,2022
2022-06-12,Melaka,266,59,207,2022
2022-06-13,Melaka,14,1,13,2022
2022-06-14,Melaka,210,38,172,2022
2022-06-15,Melaka,160,37,123,2022
2022-06-16,Melaka,143,62,81,2022
2022-06-17,Melaka,49,7,42,2022
2022-06-18,Melaka,64,11,53,2022
2022-06-19,Melaka,238,99,139,2022
2022-06-20,Melaka,17,2,15,2022
2022-06-21,Melaka,71,28,43,2022
2022-06-22,Melaka,98,56,42,2022
2022-06-23,Melaka,15,0,15,2022
2022-06-24,Melaka,13,2,11,2022
2022-06-25,Melaka,126,23,103,2022
2022-06-26,Melaka,128,14,114,2022
2022-06-27,Melaka,158,76,82,2022
2022-06-28,Melaka,80,10,70,2022
2022-06-29,Melaka,119,31,88,2022
2022-06-30,Melaka,69,13,56,2022
2022-07-01,Melaka,15,1,14,2022
2022-07-02,Melaka,0,0,0,2022
2022-07-03,Melaka,117,15,102,2022
2022-07-04,Melaka,17,0,17,2022
2022-07-05,Melaka,106,15,91,2022
2022-07-06,Melaka,94,13,81,2022
2022-07-07,Melaka,91,16,75,2022
2022-07-08,Melaka,105,11,94,2022
2022-07-09,Melaka,2,0,2,2022
2022-07-10,Melaka,0,0,0,2022
2022-07-11,Melaka,149,35,114,2022
2022-07-12,Melaka,10,2,8,2022
2022-07-13,Melaka,80,12,68,2022
2022-07-14,Melaka,108,12,96,2022
2022-07-15,Melaka,18,3,15,2022
2022-07-16,Melaka,92,26,66,2022
2022-07-17,Melaka,176,41,135,2022
2022-07-18,Melaka,15,0,15,2022
2022-07-19,Melaka,76,13,63,2022
2022-07-20,Melaka,63,8,55,2022
2022-07-21,Melaka,115,20,95,2022
2022-07-22,Melaka,28,5,23,2022
2022-07-23,Melaka,148,21,127,2022
2022-07-24,Melaka,244,44,200,2022
2022-07-25,Melaka,16,1,15,2022
2022-07-26,Melaka,63,8,55,2022
2022-07-27,Melaka,174,44,130,2022
2022-07-28,Melaka,102,20,82,2022
2022-07-29,Melaka,17,1,16,2022
2022-07-30,Melaka,198,31,167,2022
2022-07-31,Melaka,112,13,99,2022
2022-08-01,Melaka,11,0,11,2022
2022-08-02,Melaka,93,21,72,2022
2022-08-03,Melaka,40,17,23,2022
2022-08-04,Melaka,110,27,83,2022
2022-08-05,Melaka,106,39,67,2022
2022-08-06,Melaka,137,16,121,2022
2022-08-07,Melaka,99,12,87,2022
2022-08-08,Melaka,127,99,28,2022
2022-08-09,Melaka,20,2,18,2022
2022-08-10,Melaka,243,67,176,2022
2022-08-11,Melaka,240,74,166,2022
2022-08-12,Melaka,9,0,9,2022
2022-08-13,Melaka,160,22,138,2022
2022-08-14,Melaka,167,28,139,2022
2022-08-15,Melaka,230,65,165,2022
2022-08-16,Melaka,15,0,15,2022
2022-08-17,Melaka,94,19,75,2022
2022-08-18,Melaka,66,13,53,2022
2022-08-19,Melaka,16,1,15,2022
2022-08-20,Melaka,119,27,92,2022
2022-08-21,Melaka,78,8,70,2022
2022-08-22,Melaka,14,0,14,2022
2022-08-23,Melaka,115,40,75,2022
2022-08-24,Melaka,147,18,129,2022
2022-08-25,Melaka,72,22,50,2022
2022-08-26,Melaka,6,0,6,2022
2022-08-27,Melaka,198,27,171,2022
2022-08-28,Melaka,163,27,136,2022
2022-08-29,Melaka,6,0,6,2022
2022-08-30,Melaka,108,21,87,2022
2022-08-31,Melaka,174,18,156,2022
2022-09-01,Melaka,152,84,68,2022
2022-09-02,Melaka,16,3,13,2022
2022-09-03,Melaka,91,10,81,2022
2022-09-04,Melaka,93,15,78,2022
2022-09-05,Melaka,13,0,13,2022
2022-09-06,Melaka,86,65,21,2022
2022-09-07,Melaka,51,5,46,2022
2022-09-08,Melaka,99,66,33,2022
2022-09-09,Melaka,11,3,8,2022
2022-09-10,Melaka,86,17,69,2022
2022-09-11,Melaka,151,16,135,2022
2022-09-12,Melaka,14,1,13,2022
2022-09-13,Melaka,89,56,33,2022
2022-09-14,Melaka,60,18,42,2022
2022-09-15,Melaka,147,55,92,2022
2022-09-16,Melaka,61,8,53,2022
2022-09-17,Melaka,138,25,113,2022
2022-09-18,Melaka,167,19,148,2022
2022-09-19,Melaka,26,1,25,2022
2022-09-20,Melaka,73,49,24,2022
2022-09-21,Melaka,71,28,43,2022
2022-09-22,Melaka,9,2,7,2022
2022-09-23,Melaka,38,11,27,2022
2022-09-24,Melaka,110,23,87,2022
2022-09-25,Melaka,123,19,104,2022
2022-09-26,Melaka,15,1,14,2022
2022-09-27,Melaka,182,107,75,2022
2022-09-28,Melaka,11,0,11,2022
2022-09-29,Melaka,10,1,9,2022
2022-09-30,Melaka,215,189,26,2022
2022-10-01,Melaka,149,13,136,2022
2022-10-02,Melaka,154,24,130,2022
2022-10-03,Melaka,12,4,8,2022
2022-10-04,Melaka,131,42,89,2022
2022-10-05,Melaka,72,11,61,2022
2022-10-06,Melaka,64,6,58,2022
2022-10-07,Melaka,61,4,57,2022
2022-10-08,Melaka,128,14,114,2022
2022-10-09,Melaka,97,18,79,2022
2022-10-10,Melaka,88,15,73,2022
2022-10-11,Melaka,13,0,13,2022
2022-10-12,Melaka,81,10,71,2022
2022-10-13,Melaka,153,22,131,2022
2022-10-14,Melaka,11,0,11,2022
2022-10-15,Melaka,76,15,61,2022
2022-10-16,Melaka,96,44,52,2022
2022-10-17,Melaka,15,0,15,2022
2022-10-18,Melaka,49,11,38,2022
2022-10-19,Melaka,230,42,188,2022
2022-10-20,Melaka,17,1,16,2022
2022-10-21,Melaka,16,0,16,2022
2022-10-22,Melaka,104,29,75,2022
2022-10-23,Melaka,151,30,121,2022
2022-10-24,Melaka,112,19,93,2022
2022-10-25,Melaka,76,20,56,2022
2022-10-26,Melaka,20,1,19,2022
2022-10-27,Melaka,91,43,48,2022
2022-10-28,Melaka,12,2,10,2022
2022-10-29,Melaka,117,17,100,2022
2022-10-30,Melaka,137,24,113,2022
2022-10-31,Melaka,15,0,15,2022
2022-11-01,Melaka,11,1,10,2022
2022-11-02,Melaka,122,76,46,2022
2022-11-03,Melaka,59,14,45,2022
2022-11-04,Melaka,9,0,9,2022
2022-11-05,Melaka,117,17,100,2022
2022-11-06,Melaka,217,31,186,2022
2022-11-07,Melaka,199,63,136,2022
2022-11-08,Melaka,20,1,19,2022
2022-11-09,Melaka,164,63,101,2022
2022-11-10,Melaka,19,1,18,2022
2022-11-11,Melaka,10,0,10,2022
2022-11-12,Melaka,146,18,128,2022
2022-11-13,Melaka,153,25,128,2022
2022-11-14,Melaka,13,0,13,2022
2022-11-15,Melaka,167,42,125,2022
2022-11-16,Melaka,118,36,82,2022
2022-11-17,Melaka,68,4,64,2022
2022-11-18,Melaka,0,0,0,2022
2022-11-19,Melaka,0,0,0,2022
2022-11-20,Melaka,192,24,168,2022
2022-11-21,Melaka,10,1,9,2022
2022-11-22,Melaka,87,17,70,2022
2022-11-23,Melaka,26,5,21,2022
2022-11-24,Melaka,68,12,56,2022
2022-11-25,Melaka,128,97,31,2022
2022-11-26,Melaka,67,18,49,2022
2022-11-27,Melaka,141,10,131,2022
2022-11-28,Melaka,0,0,0,2022
2022-11-29,Melaka,120,26,94,2022
2022-11-30,Melaka,30,5,25,2022
2022-12-01,Melaka,10,0,10,2022
2022-12-02,Melaka,13,0,13,2022
2022-12-03,Melaka,58,10,48,2022
2022-12-04,Melaka,492,49,443,2022
2022-12-05,Melaka,10,0,10,2022
2022-12-06,Melaka,48,12,36,2022
2022-12-07,Melaka,12,1,11,2022
2022-12-08,Melaka,0,0,0,2022
2022-12-09,Melaka,129,58,71,2022
2022-12-10,Melaka,25,2,23,2022
2022-12-11,Melaka,135,17,118,2022
2022-12-12,Melaka,16,0,16,2022
2022-12-13,Melaka,124,75,49,2022
2022-12-14,Melaka,123,72,51,2022
2022-12-15,Melaka,27,1,26,2022
2022-12-16,Melaka,14,0,14,2022
2022-12-17,Melaka,183,39,144,2022
2022-12-18,Melaka,97,22,75,2022
2022-12-19,Melaka,14,2,12,2022
2022-12-20,Melaka,82,7,75,2022
2022-12-21,Melaka,62,26,36,2022
2022-12-22,Melaka,117,48,69,2022
2022-12-23,Melaka,16,3,13,2022
2022-12-24,Melaka,87,5,82,2022
2022-12-25,Melaka,137,7,130,2022
2022-12-26,Melaka,0,0,0,2022
2022-12-27,Melaka,91,20,71,2022
2022-12-28,Melaka,10,1,9,2022
2022-12-29,Melaka,100,49,51,2022
2022-12-30,Melaka,18,0,18,2022
2022-12-31,Melaka,153,14,139,2022
2023-01-01,Melaka,182,21,161,2023
2023-01-02,Melaka,89,7,82,2023
2023-01-03,Melaka,11,1,10,2023
2023-01-04,Melaka,52,11,41,2023
2023-01-05,Melaka,70,6,64,2023
2023-01-06,Melaka,14,3,11,2023
2023-01-07,Melaka,47,20,27,2023
2023-01-08,Melaka,111,12,99,2023
2023-01-09,Melaka,13,0,13,2023
2023-01-10,Melaka,68,9,59,2023
2023-01-11,Melaka,172,61,111,2023
2023-01-12,Melaka,7,0,7,2023
2023-01-13,Melaka,19,1,18,2023
2023-01-14,Melaka,142,34,108,2023
2023-01-15,Melaka,104,20,84,2023
2023-01-16,Melaka,18,1,17,2023
2023-01-17,Melaka,87,44,43,2023
2023-01-18,Melaka,94,44,50,2023
2023-01-19,Melaka,74,31,43,2023
2023-01-20,Melaka,25,1,24,2023
2023-01-21,Melaka,6,0,6,2023
2023-01-22,Melaka,80,6,74,2023
2023-01-23,Melaka,102,9,93,2023
2023-01-24,Melaka,63,13,50,2023
2023-01-25,Melaka,12,1,11,2023
2023-01-26,Melaka,78,46,32,2023
2023-01-27,Melaka,15,3,12,2023
2023-01-28,Melaka,136,20,116,2023
2023-01-29,Melaka,40,8,32,2023
2023-01-30,Melaka,18,0,18,2023
2023-01-31,Melaka,80,7,73,2023
2023-02-01,Melaka,115,26,89,2023
2023-02-02,Melaka,71,19,52,2023
2023-02-03,Melaka,56,10,46,2023
2023-02-04,Melaka,81,11,70,2023
2023-02-05,Melaka,130,17,113,2023
2023-02-06,Melaka,19,1,18,2023
2023-02-07,Melaka,68,6,62,2023
2023-02-08,Melaka,24,4,20,2023
2023-02-09,Melaka,13,1,12,2023
2023-02-10,Melaka,203,138,65,2023
2023-02-11,Melaka,99,9,90,2023
2023-02-12,Melaka,143,20,123,2023
2023-02-13,Melaka,12,1,11,2023
2023-02-14,Melaka,48,5,43,2023
2023-02-15,Melaka,74,9,65,2023
2023-02-16,Melaka,114,28,86,2023
2023-02-17,Melaka,17,1,16,2023
2023-02-18,Melaka,180,39,141,2023
2023-02-19,Melaka,70,8,62,2023
2023-02-20,Melaka,15,0,15,2023
2023-02-21,Melaka,58,4,54,2023
2023-02-22,Melaka,72,2,70,2023
2023-02-23,Melaka,57,15,42,2023
2023-02-24,Melaka,16,1,15,2023
2023-02-25,Melaka,122,24,98,2023
2023-02-26,Melaka,141,22,119,2023
2023-02-27,Melaka,63,5,58,2023
2023-02-28,Melaka,34,19,15,2023
2023-03-01,Melaka,30,2,28,2023
2023-03-02,Melaka,63,17,46,2023
2023-03-03,Melaka,22,2,20,2023
2023-03-04,Melaka,150,22,128,2023
2023-03-05,Melaka,0,0,0,2023
2023-03-06,Melaka,17,2,15,2023
2023-03-07,Melaka,146,34,112,2023
2023-03-08,Melaka,117,30,87,2023
2023-03-09,Melaka,12,0,12,2023
2023-03-10,Melaka,76,54,22,2023
2023-03-11,Melaka,116,5,111,2023
2023-03-12,Melaka,134,8,126,2023
2023-03-13,Melaka,75,16,59,2023
2023-03-14,Melaka,152,61,91,2023
2023-03-15,Melaka,116,43,73,2023
2023-03-16,Melaka,76,9,67,2023
2023-03-17,Melaka,14,1,13,2023
2023-03-18,Melaka,197,17,180,2023
2023-03-19,Melaka,234,31,203,2023
2023-03-20,Melaka,154,40,114,2023
2023-03-21,Melaka,206,52,154,2023
2023-03-22,Melaka,176,52,124,2023
2023-03-23,Melaka,0,0,0,2023
2023-03-24,Melaka,9,1,8,2023
2023-03-25,Melaka,42,1,41,2023
2023-03-26,Melaka,144,10,134,2023
2023-03-27,Melaka,16,0,16,2023
2023-03-28,Melaka,36,5,31,2023
2023-03-29,Melaka,68,9,59,2023
2023-03-30,Melaka,22,2,20,2023
2023-03-31,Melaka,60,7,53,2023
2023-04-01,Melaka,104,18,86,2023
2023-04-02,Melaka,116,17,99,2023
2023-04-03,Melaka,39,3,36,2023
2023-04-04,Melaka,93,62,31,2023
2023-04-05,Melaka,135,100,35,2023
2023-04-06,Melaka,32,4,28,2023
2023-04-07,Melaka,58,7,51,2023
2023-04-08,Melaka,72,8,64,2023
2023-04-09,Melaka,121,23,98,2023
2023-04-10,Melaka,141,66,75,2023
2023-04-11,Melaka,117,60,57,2023
2023-04-12,Melaka,86,37,49,2023
2023-04-13,Melaka,193,103,90,2023
2023-04-14,Melaka,6,0,6,2023
2023-04-15,Melaka,71,10,61,2023
2023-04-16,Melaka,75,16,59,2023
2023-04-17,Melaka,167,59,108,2023
2023-04-18,Melaka,52,7,45,2023
2023-04-19,Melaka,26,0,26,2023
2023-04-20,Melaka,23,3,20,2023
2023-04-21,Melaka,0,0,0,2023
2023-04-22,Melaka,0,0,0,2023
2023-04-23,Melaka,0,0,0,2023
2023-04-24,Melaka,39,5,34,2023
2023-04-25,Melaka,40,4,36,2023
2023-04-26,Melaka,55,5,50,2023
2023-04-27,Melaka,56,17,39,2023
2023-04-28,Melaka,15,3,12,2023
2023-04-29,Melaka,115,11,104,2023
2023-04-30,Melaka,171,18,153,2023
2023-05-01,Melaka,193,19,174,2023
2023-05-02,Melaka,14,1,13,2023
2023-05-03,Melaka,34,11,23,2023
2023-05-04,Melaka,200,40,160,2023
2023-05-05,Melaka,17,0,17,2023
2023-05-06,Melaka,112,9,103,2023
2023-05-07,Melaka,92,11,81,2023
2023-05-08,Melaka,17,0,17,2023
2023-05-09,Melaka,103,12,91,2023
2023-05-10,Melaka,67,7,60,2023
2023-05-11,Melaka,59,12,47,2023
2023-05-12,Melaka,12,0,12,2023
2023-05-13,Melaka,214,29,185,2023
2023-05-14,Melaka,147,16,131,2023
2023-05-15,Melaka,113,16,97,2023
2023-05-16,Melaka,14,1,13,2023
2023-05-17,Melaka,76,45,31,2023
2023-05-18,Melaka,20,2,18,2023
2023-05-19,Melaka,74,22,52,2023
2023-05-20,Melaka,176,27,149,2023
2023-05-21,Melaka,166,29,137,2023
2023-05-22,Melaka,17,1,16,2023
2023-05-23,Melaka,107,38,69,2023
2023-05-24,Melaka,16,0,16,2023
2023-05-25,Melaka,72,17,55,2023
2023-05-26,Melaka,11,1,10,2023
2023-05-27,Melaka,89,13,76,2023
2023-05-28,Melaka,147,17,130,2023
2023-05-29,Melaka,11,0,11,2023
2023-05-30,Melaka,74,13,61,2023
2023-05-31,Melaka,105,20,85,2023
2023-06-01,Melaka,80,8,72,2023
2023-06-02,Melaka,15,3,12,2023
2023-06-03,Melaka,124,17,107,2023
2023-06-04,Melaka,132,15,117,2023
2023-06-05,Melaka,0,0,0,2023
2023-06-06,Melaka,76,31,45,2023
2023-06-07,Melaka,183,72,111,2023
2023-06-08,Melaka,52,6,46,2023
2023-06-09,Melaka,18,2,16,2023
2023-06-10,Melaka,138,18,120,2023
2023-06-11,Melaka,126,14,112,2023
2023-06-12,Melaka,65,29,36,2023
2023-06-13,Melaka,127,77,50,2023
2023-06-14,Melaka,198,65,133,2023
2023-06-15,Melaka,131,21,110,2023
2023-06-16,Melaka,13,1,12,2023
2023-06-17,Melaka,116,12,104,2023
2023-06-18,Melaka,200,21,179,2023
2023-06-19,Melaka,11,0,11,2023
2023-06-20,Melaka,128,52,76,2023
2023-06-21,Melaka,132,46,86,2023
2023-06-22,Melaka,16,1,15,2023
2023-06-23,Melaka,11,0,11,2023
2023-06-24,Melaka,86,27,59,2023
2023-06-25,Melaka,168,24,144,2023
2023-06-26,Melaka,13,3,10,2023
2023-06-27,Melaka,130,23,107,2023
2023-06-28,Melaka,16,1,15,2023
2023-06-29,Melaka,0,0,0,2023
2023-06-30,Melaka,12,0,12,2023
2023-07-01,Melaka,136,20,116,2023
2023-07-02,Melaka,75,32,43,2023
2023-07-03,Melaka,11,1,10,2023
2023-07-04,Melaka,213,35,178,2023
2023-07-05,Melaka,221,36,185,2023
2023-07-06,Melaka,11,0,11,2023
2023-07-07,Melaka,11,1,10,2023
2023-07-08,Melaka,77,10,67,2023
2023-07-09,Melaka,100,9,91,2023
2023-07-10,Melaka,17,1,16,2023
2023-07-11,Melaka,214,54,160,2023
2023-07-12,Melaka,131,25,106,2023
2023-07-13,Melaka,133,28,105,2023
2023-07-14,Melaka,20,0,20,2023
2023-07-15,Melaka,69,9,60,2023
2023-07-16,Melaka,177,32,145,2023
2023-07-17,Melaka,10,0,10,2023
2023-07-18,Melaka,160,70,90,2023
2023-07-19,Melaka,128,26,102,2023
2023-07-20,Melaka,11,0,11,2023
2023-07-21,Melaka,16,0,16,2023
2023-07-22,Melaka,0,0,0,2023
2023-07-23,Melaka,115,8,107,2023
2023-07-24,Melaka,23,0,23,2023
2023-07-25,Melaka,122,30,92,2023
2023-07-26,Melaka,64,9,55,2023
2023-07-27,Melaka,93,22,71,2023
2023-07-28,Melaka,6,2,4,2023
2023-07-29,Melaka,155,22,133,2023
2023-07-30,Melaka,121,20,101,2023
2023-07-31,Melaka,17,4,13,2023
2023-08-01,Melaka,72,7,65,2023
2023-08-02,Melaka,130,59,71,2023
2023-08-03,Melaka,37,7,30,2023
2023-08-04,Melaka,11,0,11,2023
2023-08-05,Melaka,67,9,58,2023
2023-08-06,Melaka,161,16,145,2023
2023-08-07,Melaka,15,0,15,2023
2023-08-08,Melaka,77,12,65,2023
2023-08-09,Melaka,89,6,83,2023
2023-08-10,Melaka,58,12,46,2023
2023-08-11,Melaka,11,1,10,2023
2023-08-12,Melaka,83,19,64,2023
2023-08-13,Melaka,196,28,168,2023
2023-08-14,Melaka,167,45,122,2023
2023-08-15,Melaka,131,31,100,2023
2023-08-16,Melaka,96,27,69,2023
2023-08-17,Melaka,13,2,11,2023
2023-08-18,Melaka,49,11,38,2023
2023-08-19,Melaka,6,1,5,2023
2023-08-20,Melaka,123,15,108,2023
2023-08-21,Melaka,19,2,17,2023
2023-08-22,Melaka,14,1,13,2023
2023-08-23,Melaka,163,113,50,2023
2023-08-24,Melaka,125,17,108,2023
2023-08-25,Melaka,17,1,16,2023
2023-08-26,Melaka,84,9,75,2023
2023-08-27,Melaka,105,6,99,2023
2023-08-28,Melaka,19,2,17,2023
2023-08-29,Melaka,118,30,88,2023
2023-08-30,Melaka,12,0,12,2023
2023-08-31,Melaka,165,22,143,2023
2023-09-01,Melaka,17,0,17,2023
2023-09-02,Melaka,70,10,60,2023
2023-09-03,Melaka,173,23,150,2023
2023-09-04,Melaka,17,0,17,2023
2023-09-05,Melaka,88,9,79,2023
2023-09-06,Melaka,59,7,52,2023
2023-09-07,Melaka,11,0,11,2023
2023-09-08,Melaka,12,0,12,2023
2023-09-09,Melaka,97,3,94,2023
2023-09-10,Melaka,128,25,103,2023
2023-09-11,Melaka,22,3,19,2023
2023-09-12,Melaka,114,43,71,2023
2023-09-13,Melaka,140,54,86,2023
2023-09-14,Melaka,69,34,35,2023
2023-09-15,Melaka,13,0,13,2023
2023-09-16,Melaka,147,20,127,2023
2023-09-17,Melaka,120,10,110,2023
2023-09-18,Melaka,19,1,18,2023
2023-09-19,Melaka,203,32,171,2023
2023-09-20,Melaka,11,0,11,2023
2023-09-21,Melaka,73,14,59,2023
2023-09-22,Melaka,15,1,14,2023
2023-09-23,Melaka,66,12,54,2023
2023-09-24,Melaka,164,16,148,2023
2023-09-25,Melaka,28,3,25,2023
2023-09-26,Melaka,73,15,58,2023
2023-09-27,Melaka,118,62,56,2023
2023-09-28,Melaka,50,10,40,2023
2023-09-29,Melaka,17,3,14,2023
2023-09-30,Melaka,83,10,73,2023
2023-10-01,Melaka,188,28,160,2023
2023-10-02,Melaka,13,1,12,2023
2023-10-03,Melaka,56,4,52,2023
2023-10-04,Melaka,53,8,45,2023
2023-10-05,Melaka,19,0,19,2023
2023-10-06,Melaka,219,180,39,2023
2023-10-07,Melaka,92,16,76,2023
2023-10-08,Melaka,83,5,78,2023
2023-10-09,Melaka,26,2,24,2023
2023-10-10,Melaka,74,18,56,2023
2023-10-11,Melaka,104,46,58,2023
2023-10-12,Melaka,156,72,84,2023
2023-10-13,Melaka,12,0,12,2023
2023-10-14,Melaka,127,9,118,2023
2023-10-15,Melaka,54,10,44,2023
2023-10-16,Melaka,14,0,14,2023
2023-10-17,Melaka,9,1,8,2023
2023-10-18,Melaka,104,41,63,2023
2023-10-19,Melaka,166,50,116,2023
2023-10-20,Melaka,9,1,8,2023
2023-10-21,Melaka,101,13,88,2023
2023-10-22,Melaka,149,15,134,2023
2023-10-23,Melaka,16,0,16,2023
2023-10-24,Melaka,13,2,11,2023
2023-10-25,Melaka,101,81,20,2023
2023-10-26,Melaka,140,26,114,2023
2023-10-27,Melaka,95,19,76,2023
2023-10-28,Melaka,102,20,82,2023
2023-10-29,Melaka,153,16,137,2023
2023-10-30,Melaka,17,1,16,2023
2023-10-31,Melaka,59,16,43,2023
2023-11-01,Melaka,166,55,111,2023
2023-11-02,Melaka,104,72,32,2023
2023-11-03,Melaka,0,0,0,2023
2023-11-04,Melaka,186,33,153,2023
2023-11-05,Melaka,151,30,121,2023
2023-11-06,Melaka,0,0,0,2023
2023-11-07,Melaka,0,0,0,2023
2023-11-08,Melaka,97,48,49,2023
2023-11-09,Melaka,0,0,0,2023
2023-11-10,Melaka,0,0,0,2023
2023-11-11,Melaka,155,20,135,2023
2023-11-12,Melaka,181,29,152,2023
2023-11-13,Melaka,189,24,165,2023
2023-11-14,Melaka,20,2,18,2023
2023-11-15,Melaka,78,11,67,2023
2023-11-16,Melaka,96,12,84,2023
2023-11-17,Melaka,30,1,29,2023
2023-11-18,Melaka,0,0,0,2023
2023-11-19,Melaka,148,15,133,2023
2023-11-20,Melaka,29,2,27,2023
2023-11-21,Melaka,23,0,23,2023
2023-11-22,Melaka,112,28,84,2023
2023-11-23,Melaka,153,39,114,2023
2023-11-24,Melaka,5,0,5,2023
2023-11-25,Melaka,171,25,146,2023
2023-11-26,Melaka,89,6,83,2023
2023-11-27,Melaka,20,2,18,2023
2023-11-28,Melaka,44,18,26,2023
