date,state,17-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,other,total
2012-03-20,Malaysia,190,89,74,20,21,13,7,2,0,0,416
2012-03-21,Malaysia,388,86,31,30,14,7,4,4,0,1,565
2012-03-22,Malaysia,222,71,42,34,12,8,7,0,1,0,397
2012-03-23,Malaysia,174,34,26,28,9,5,4,1,0,1,282
2012-03-24,Malaysia,176,85,57,33,25,16,12,5,0,0,409
2012-03-25,Malaysia,139,124,88,69,63,42,30,8,0,0,563
2012-03-26,Malaysia,175,72,43,32,24,17,10,6,0,0,379
2012-03-27,Malaysia,289,52,50,27,16,15,9,6,1,0,465
2012-03-28,Malaysia,170,193,106,67,29,12,10,3,1,0,591
2012-03-29,Malaysia,213,76,42,25,25,8,11,0,0,0,400
2012-03-30,Malaysia,88,33,29,22,15,13,6,2,0,1,209
2012-03-31,Malaysia,142,63,56,50,29,22,8,4,1,1,376
2012-04-01,Malaysia,155,55,79,67,41,33,19,7,0,0,456
2012-04-02,Malaysia,111,76,39,44,21,15,14,3,0,0,323
2012-04-03,Malaysia,128,25,19,11,9,6,8,8,0,0,214
2012-04-04,Malaysia,222,72,41,35,14,10,2,5,0,1,402
2012-04-05,Malaysia,285,112,76,33,24,19,12,3,0,0,564
2012-04-06,Malaysia,84,44,34,28,22,9,12,4,0,1,238
2012-04-07,Malaysia,118,56,36,34,19,19,22,9,2,1,316
2012-04-08,Malaysia,128,96,98,79,66,35,37,11,0,0,550
2012-04-09,Malaysia,161,81,52,29,10,13,10,3,0,0,359
2012-04-10,Malaysia,233,71,53,34,22,10,7,3,1,0,434
2012-04-11,Malaysia,42,29,22,16,29,17,7,3,0,0,165
2012-04-12,Malaysia,142,83,49,52,18,12,11,3,0,1,371
2012-04-13,Malaysia,103,51,40,22,13,18,3,4,0,0,254
2012-04-14,Malaysia,141,106,62,49,32,27,26,6,0,0,449
2012-04-15,Malaysia,182,121,116,95,81,65,40,26,2,0,728
2012-04-16,Malaysia,123,45,37,22,17,7,8,1,0,0,260
2012-04-17,Malaysia,190,150,101,58,54,28,11,4,0,3,599
2012-04-18,Malaysia,147,85,43,24,20,14,11,1,0,0,345
2012-04-19,Malaysia,202,72,53,34,26,11,9,2,0,1,410
2012-04-20,Malaysia,96,64,33,23,16,12,4,3,0,0,251
2012-04-21,Malaysia,161,72,60,32,24,21,14,1,0,0,385
2012-04-22,Malaysia,185,156,126,102,83,47,37,14,0,1,751
2012-04-23,Malaysia,161,49,20,15,18,5,2,2,0,1,273
2012-04-24,Malaysia,197,55,36,18,21,11,13,0,1,0,352
2012-04-25,Malaysia,231,79,56,25,12,12,16,3,0,1,435
2012-04-26,Malaysia,108,58,43,27,25,8,4,2,0,0,275
2012-04-27,Malaysia,71,60,26,24,20,8,6,0,0,1,216
2012-04-28,Malaysia,120,84,60,41,34,18,11,3,0,1,372
2012-04-29,Malaysia,130,67,101,85,83,74,46,15,1,4,606
2012-04-30,Malaysia,97,83,71,47,19,7,3,3,0,7,337
2012-05-01,Malaysia,132,98,79,69,86,61,50,23,1,3,602
2012-05-02,Malaysia,185,79,54,35,16,23,14,4,0,0,410
2012-05-03,Malaysia,212,99,69,56,35,20,12,5,0,2,510
2012-05-04,Malaysia,88,37,39,25,15,8,4,1,0,0,217
2012-05-05,Malaysia,154,70,91,89,79,70,45,30,1,0,629
2012-05-06,Malaysia,115,79,57,57,61,44,30,13,7,0,463
2012-05-07,Malaysia,77,37,21,29,13,6,7,3,0,0,193
2012-05-08,Malaysia,104,56,31,37,22,16,16,1,0,0,283
2012-05-09,Malaysia,253,56,51,26,14,8,8,1,0,0,417
2012-05-10,Malaysia,188,100,78,45,25,21,13,6,0,0,476
2012-05-11,Malaysia,153,37,25,24,19,12,2,7,0,0,279
2012-05-12,Malaysia,255,87,85,30,36,10,11,2,1,4,521
2012-05-13,Malaysia,225,97,74,86,59,43,31,15,1,1,632
2012-05-14,Malaysia,98,70,34,20,23,18,17,4,0,1,285
2012-05-15,Malaysia,281,85,87,62,37,25,7,4,0,0,588
2012-05-16,Malaysia,142,71,59,39,33,24,11,3,1,0,383
2012-05-17,Malaysia,260,83,67,50,27,21,10,2,0,1,521
2012-05-18,Malaysia,89,53,36,24,19,14,11,6,0,0,252
2012-05-19,Malaysia,116,57,38,32,32,24,18,7,0,0,324
2012-05-20,Malaysia,211,106,88,84,84,40,32,7,0,0,652
2012-05-21,Malaysia,61,33,26,14,12,4,7,1,0,1,159
2012-05-22,Malaysia,199,69,45,18,13,14,6,1,0,0,365
2012-05-23,Malaysia,124,100,70,66,33,21,17,9,0,0,440
2012-05-24,Malaysia,160,82,39,22,21,13,9,1,1,1,349
2012-05-25,Malaysia,352,51,55,35,22,14,8,4,1,1,543
2012-05-26,Malaysia,122,64,55,39,23,12,5,1,0,0,321
2012-05-27,Malaysia,166,72,64,63,55,43,23,6,0,0,492
2012-05-28,Malaysia,108,20,16,12,6,3,3,2,0,0,170
2012-05-29,Malaysia,149,52,28,22,18,11,10,3,0,0,293
2012-05-30,Malaysia,151,51,40,20,24,13,7,1,0,0,307
2012-05-31,Malaysia,133,61,47,27,9,11,7,4,1,0,300
2012-06-01,Malaysia,71,15,5,8,8,6,2,0,0,0,115
2012-06-02,Malaysia,55,21,35,24,13,12,3,2,0,1,166
2012-06-03,Malaysia,87,81,62,61,56,44,25,13,0,0,429
2012-06-04,Malaysia,106,20,18,4,7,4,3,0,0,0,162
2012-06-05,Malaysia,229,50,25,18,18,17,2,1,0,1,361
2012-06-06,Malaysia,201,95,113,42,33,6,3,1,2,0,496
2012-06-07,Malaysia,106,63,34,26,9,9,7,0,0,1,255
2012-06-08,Malaysia,95,75,53,34,19,12,6,1,1,0,296
2012-06-09,Malaysia,471,68,44,29,29,14,6,3,2,1,667
2012-06-10,Malaysia,94,55,62,61,41,40,15,9,1,6,384
2012-06-11,Malaysia,102,41,34,16,9,3,1,1,0,0,207
2012-06-12,Malaysia,249,54,43,31,21,11,9,3,0,0,421
2012-06-13,Malaysia,734,180,52,30,22,16,12,3,0,0,1049
2012-06-14,Malaysia,308,197,126,100,47,38,14,6,0,2,838
2012-06-15,Malaysia,84,49,45,23,14,18,7,3,1,1,245
