date,state,17-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,other,total
2010-02-04,Malaysia,653,164,105,103,52,25,9,4,0,2,1117
2010-02-05,Malaysia,223,18,23,13,17,11,6,1,0,1,313
2010-02-06,Malaysia,495,98,66,78,45,34,26,9,0,0,851
2010-02-07,Malaysia,357,53,43,58,44,28,15,3,0,0,601
2010-02-08,Malaysia,300,164,87,52,28,16,10,4,1,0,662
2010-02-09,Malaysia,401,74,73,37,28,17,5,0,0,8,643
2010-02-10,Malaysia,409,77,52,47,25,19,8,2,0,0,639
2010-02-11,Malaysia,715,121,69,44,32,26,17,4,0,2,1030
2010-02-12,Malaysia,82,42,24,10,8,10,4,1,0,0,181
2010-02-13,Malaysia,130,61,43,30,24,12,12,7,0,0,319
2010-02-14,Malaysia,42,34,25,15,17,12,5,3,0,0,153
2010-02-15,Malaysia,57,49,30,19,24,11,10,1,0,0,201
2010-02-16,Malaysia,49,31,23,23,10,9,11,6,1,1,164
2010-02-17,Malaysia,231,59,49,30,18,14,7,2,0,1,411
2010-02-18,Malaysia,237,111,65,27,32,13,11,3,0,0,499
2010-02-19,Malaysia,79,48,23,23,9,7,4,0,1,0,194
2010-02-20,Malaysia,339,65,49,33,26,17,3,1,1,0,534
2010-02-21,Malaysia,67,63,47,46,27,38,11,1,1,0,301
2010-02-22,Malaysia,196,96,35,33,34,14,15,3,0,0,426
2010-02-23,Malaysia,369,78,37,33,27,11,11,5,0,4,575
2010-02-24,Malaysia,603,85,54,41,31,21,8,1,0,0,844
2010-02-25,Malaysia,295,46,24,19,14,10,3,2,0,1,414
2010-02-26,Malaysia,145,27,42,38,21,22,9,6,1,0,311
2010-02-27,Malaysia,1942,70,35,34,29,15,11,1,1,0,2138
2010-02-28,Malaysia,218,81,76,72,48,33,20,7,1,0,556
2010-03-01,Malaysia,127,72,36,26,13,15,6,2,1,0,298
2010-03-02,Malaysia,382,69,51,31,16,12,6,4,0,0,571
2010-03-03,Malaysia,278,84,49,33,29,15,15,4,0,0,507
2010-03-04,Malaysia,347,116,76,45,22,19,6,2,0,3,636
2010-03-05,Malaysia,219,28,28,28,9,7,1,1,0,0,321
2010-03-06,Malaysia,287,114,66,58,52,39,18,6,1,0,641
2010-03-07,Malaysia,254,71,75,67,53,50,26,12,1,0,609
2010-03-08,Malaysia,256,30,20,25,15,6,3,2,1,1,359
2010-03-09,Malaysia,530,133,90,47,19,11,8,6,0,2,846
2010-03-10,Malaysia,604,51,32,26,15,11,2,3,0,0,744
2010-03-11,Malaysia,658,41,15,17,4,2,3,3,0,0,743
2010-03-12,Malaysia,245,26,16,18,9,4,3,0,0,0,321
2010-03-13,Malaysia,120,102,55,46,34,17,11,7,0,1,393
2010-03-14,Malaysia,172,100,92,85,71,56,35,11,2,2,626
2010-03-15,Malaysia,330,53,44,24,13,10,11,3,0,0,488
2010-03-16,Malaysia,288,78,52,28,11,11,8,3,0,0,479
2010-03-17,Malaysia,334,79,52,38,23,15,4,1,0,0,546
2010-03-18,Malaysia,186,91,47,28,18,15,1,2,1,0,389
2010-03-19,Malaysia,146,28,31,21,16,11,4,3,0,0,260
2010-03-20,Malaysia,191,55,40,31,31,21,14,4,0,0,387
2010-03-21,Malaysia,172,123,115,99,80,51,42,12,3,1,698
2010-03-22,Malaysia,51,22,21,13,10,4,6,0,0,0,127
2010-03-23,Malaysia,209,92,59,40,33,29,4,3,0,0,469
2010-03-24,Malaysia,369,65,47,30,28,31,21,5,0,1,597
2010-03-25,Malaysia,195,106,58,38,27,17,6,2,0,3,452
2010-03-26,Malaysia,119,100,75,62,30,23,11,3,2,3,428
2010-03-27,Malaysia,234,103,85,58,60,44,25,5,3,4,621
2010-03-28,Malaysia,119,82,61,55,33,37,11,9,0,0,407
2010-03-29,Malaysia,280,48,24,16,15,9,5,1,0,0,398
2010-03-30,Malaysia,158,58,53,33,30,16,4,5,0,1,358
2010-03-31,Malaysia,232,83,56,43,22,10,2,3,0,0,451
2010-04-01,Malaysia,189,133,64,59,26,28,15,0,0,2,516
2010-04-02,Malaysia,64,56,54,32,31,13,11,1,0,1,263
2010-04-03,Malaysia,115,54,47,47,42,25,15,4,0,1,350
2010-04-04,Malaysia,127,90,72,78,61,50,17,13,1,2,511
2010-04-05,Malaysia,104,48,30,21,16,14,7,5,0,0,245
2010-04-06,Malaysia,130,60,53,31,21,17,6,5,0,0,323
2010-04-07,Malaysia,227,104,72,60,37,25,12,5,0,0,542
2010-04-08,Malaysia,302,191,102,67,60,47,28,5,0,7,809
2010-04-09,Malaysia,49,27,23,18,15,9,4,0,0,1,146
2010-04-10,Malaysia,173,58,55,38,25,17,7,2,0,0,375
2010-04-11,Malaysia,281,118,116,79,64,50,22,15,2,0,747
2010-04-12,Malaysia,137,32,20,16,4,11,9,0,0,1,230
2010-04-13,Malaysia,161,71,30,24,16,9,9,4,1,0,325
2010-04-14,Malaysia,220,82,72,42,24,32,9,7,0,0,488
2010-04-15,Malaysia,308,97,62,35,38,28,16,7,0,11,602
2010-04-16,Malaysia,68,50,36,25,18,12,8,3,0,0,220
2010-04-17,Malaysia,201,104,72,39,46,29,23,6,0,0,520
2010-04-18,Malaysia,166,154,118,101,91,62,27,21,1,1,742
2010-04-19,Malaysia,61,50,38,40,16,8,0,2,0,1,216
2010-04-20,Malaysia,181,86,68,43,32,13,16,3,0,1,443
2010-04-21,Malaysia,164,88,41,29,10,5,8,2,0,0,347
2010-04-22,Malaysia,323,98,91,54,27,22,9,6,1,6,637
2010-04-23,Malaysia,117,63,37,22,18,9,7,7,0,0,280
2010-04-24,Malaysia,131,87,61,60,40,29,11,2,0,0,421
2010-04-25,Malaysia,134,100,72,97,82,61,31,9,2,0,588
2010-04-26,Malaysia,98,37,32,17,9,3,1,1,0,3,201
2010-04-27,Malaysia,220,68,38,20,13,4,6,1,0,4,374
2010-04-28,Malaysia,219,92,46,36,13,13,8,1,0,0,428
2010-04-29,Malaysia,333,195,99,41,41,41,29,6,0,12,797
2010-04-30,Malaysia,34,49,51,21,19,12,7,2,0,1,196
2010-05-01,Malaysia,150,121,109,98,85,74,35,15,0,0,687
2010-05-02,Malaysia,119,67,73,58,60,35,27,3,2,1,445
2010-05-03,Malaysia,76,34,23,13,11,12,3,2,0,0,174
2010-05-04,Malaysia,168,47,27,18,17,8,4,0,0,0,289
2010-05-05,Malaysia,260,44,22,17,13,14,3,0,0,0,373
2010-05-06,Malaysia,258,145,129,52,34,33,13,6,22,28,720
2010-05-07,Malaysia,58,70,35,17,15,8,8,1,0,0,212
2010-05-08,Malaysia,672,141,36,37,19,24,11,6,2,1,949
2010-05-09,Malaysia,115,76,81,62,56,60,29,13,0,2,494
2010-05-10,Malaysia,70,43,32,24,10,10,3,3,0,0,195
2010-05-11,Malaysia,83,47,29,37,20,12,2,2,0,0,232
2010-05-12,Malaysia,145,60,40,23,11,16,5,1,0,0,301
2010-05-13,Malaysia,238,90,57,41,37,11,10,1,0,3,488
2010-05-14,Malaysia,111,74,49,32,19,16,7,6,1,0,315
2010-05-15,Malaysia,179,99,58,60,54,44,25,10,1,0,530
2010-05-16,Malaysia,123,100,102,79,69,74,31,20,2,2,602
2010-05-17,Malaysia,70,19,17,17,6,9,7,1,0,0,146
2010-05-18,Malaysia,286,72,59,52,45,19,10,3,0,6,552
2010-05-19,Malaysia,185,132,85,53,41,33,19,2,0,1,551
2010-05-20,Malaysia,208,144,124,69,61,23,13,4,0,7,653
2010-05-21,Malaysia,110,58,40,27,34,21,7,4,0,0,301
2010-05-22,Malaysia,1608,64,39,45,24,21,9,7,1,3,1821
2010-05-23,Malaysia,125,56,68,50,53,37,29,7,2,0,427
2010-05-24,Malaysia,951,361,265,184,142,42,28,27,1,10,2011
2010-05-25,Malaysia,147,67,71,38,38,18,9,2,0,0,390
2010-05-26,Malaysia,198,62,54,43,21,30,17,3,0,2,430
2010-05-27,Malaysia,84,69,48,37,19,24,13,0,2,0,296
2010-05-28,Malaysia,165,78,81,112,113,88,63,25,2,1,728
2010-05-29,Malaysia,265,65,59,55,27,22,10,4,0,0,507
2010-05-30,Malaysia,120,49,65,68,52,35,24,10,0,0,423
2010-05-31,Malaysia,114,45,26,17,20,3,2,3,0,0,230
2010-06-01,Malaysia,74,32,13,9,13,9,3,0,0,2,155
2010-06-02,Malaysia,263,107,64,32,37,14,11,7,0,1,536
2010-06-03,Malaysia,263,100,59,54,31,26,8,3,0,1,545
2010-06-04,Malaysia,189,75,66,40,31,14,7,2,0,0,424
2010-06-05,Malaysia,86,77,52,30,43,20,22,3,1,0,334
2010-06-06,Malaysia,73,57,56,61,52,37,26,17,1,0,380
2010-06-07,Malaysia,113,36,20,22,9,8,1,1,0,0,210
2010-06-08,Malaysia,133,73,52,34,18,19,5,1,1,0,336
2010-06-09,Malaysia,142,49,38,31,25,8,5,1,1,0,300
2010-06-10,Malaysia,204,88,49,27,29,12,0,1,1,5,416
2010-06-11,Malaysia,112,46,31,17,12,6,2,1,0,0,227
2010-06-12,Malaysia,101,65,65,46,55,32,12,5,0,0,381
2010-06-13,Malaysia,135,88,97,71,65,51,34,16,0,0,557
2010-06-14,Malaysia,142,45,32,29,17,16,18,2,0,0,301
2010-06-15,Malaysia,131,55,35,26,8,8,7,4,0,0,274
2010-06-16,Malaysia,245,80,66,37,31,18,15,6,0,0,498
2010-06-17,Malaysia,244,106,68,40,27,16,9,3,1,0,514
2010-06-18,Malaysia,41,43,44,22,19,9,7,2,1,0,188
2010-06-19,Malaysia,69,77,43,30,27,22,18,3,0,1,290
2010-06-20,Malaysia,240,126,86,95,75,67,31,20,2,1,743
2010-06-21,Malaysia,110,22,28,19,12,4,3,1,0,0,199
2010-06-22,Malaysia,60,30,40,16,16,17,8,1,0,2,190
2010-06-23,Malaysia,270,67,49,39,30,14,8,2,0,0,479
2010-06-24,Malaysia,306,95,74,46,43,16,15,3,2,0,600
2010-06-25,Malaysia,108,78,55,39,27,14,6,3,0,0,330
2010-06-26,Malaysia,196,97,87,59,46,36,15,9,1,0,546
2010-06-27,Malaysia,160,73,86,95,57,51,18,19,2,0,561
2010-06-28,Malaysia,166,103,61,41,21,7,10,1,0,1,411
2010-06-29,Malaysia,250,75,63,42,30,26,16,3,1,1,507
2010-06-30,Malaysia,252,44,38,36,38,14,12,3,0,0,437
2010-07-01,Malaysia,164,48,37,15,20,12,3,0,0,1,300
2010-07-02,Malaysia,18,9,6,13,3,3,1,0,0,0,53
2010-07-03,Malaysia,369,46,30,39,42,32,19,6,0,0,583
2010-07-04,Malaysia,261,81,92,67,75,48,23,15,2,0,664
2010-07-05,Malaysia,141,38,26,18,10,6,2,1,0,1,243
2010-07-06,Malaysia,353,57,32,18,14,8,9,2,0,3,496
2010-07-07,Malaysia,228,65,39,27,29,5,4,2,1,0,400
2010-07-08,Malaysia,322,55,45,37,21,9,10,2,0,3,504
2010-07-09,Malaysia,113,10,15,7,3,5,6,0,0,0,159
2010-07-10,Malaysia,298,54,53,33,17,12,6,2,0,1,476
2010-07-11,Malaysia,173,79,73,89,59,43,25,5,1,0,547
2010-07-12,Malaysia,137,51,24,12,13,8,3,1,0,2,251
2010-07-13,Malaysia,344,59,33,21,17,11,4,1,0,0,490
2010-07-14,Malaysia,361,101,44,27,14,16,8,4,0,0,575
2010-07-15,Malaysia,347,81,48,47,28,13,8,2,0,1,575
2010-07-16,Malaysia,299,64,34,31,16,15,4,1,0,1,465
2010-07-17,Malaysia,230,68,51,42,26,17,13,5,0,0,452
2010-07-18,Malaysia,156,90,89,99,88,59,35,7,2,0,625
2010-07-19,Malaysia,174,75,30,26,13,13,7,3,0,0,341
2010-07-20,Malaysia,258,52,41,37,20,14,4,1,0,0,427
2010-07-21,Malaysia,525,41,32,14,12,4,7,2,0,0,637
2010-07-22,Malaysia,453,87,58,39,24,20,8,0,0,2,691
2010-07-23,Malaysia,177,48,36,21,12,10,8,3,0,0,315
2010-07-24,Malaysia,415,88,60,61,62,39,12,6,0,1,744
2010-07-25,Malaysia,141,94,79,78,64,50,28,12,2,0,548
2010-07-26,Malaysia,408,41,27,14,11,7,4,3,0,1,516
2010-07-27,Malaysia,593,36,30,24,11,14,4,1,1,0,714
2010-07-28,Malaysia,610,46,33,17,13,7,7,1,0,1,735
2010-07-29,Malaysia,708,115,65,17,22,19,9,4,0,2,961
2010-07-30,Malaysia,365,45,40,24,19,17,10,4,1,0,525
2010-07-31,Malaysia,731,99,65,45,32,31,11,3,0,1,1018
2010-08-01,Malaysia,148,65,66,51,51,28,21,3,1,3,437
2010-08-02,Malaysia,364,73,57,48,24,12,12,3,0,0,593
2010-08-03,Malaysia,1220,88,47,29,18,12,8,1,1,1,1425
2010-08-04,Malaysia,545,80,50,28,21,13,4,1,0,1,743
2010-08-05,Malaysia,572,85,63,33,12,9,7,3,0,1,785
2010-08-06,Malaysia,347,113,97,65,28,30,17,5,0,2,704
2010-08-07,Malaysia,407,167,108,105,66,48,21,7,0,1,930
2010-08-08,Malaysia,372,250,199,150,123,67,35,14,0,1,1211
2010-08-09,Malaysia,337,110,50,38,21,15,5,4,0,1,581
2010-08-10,Malaysia,317,58,38,10,10,5,2,1,0,0,441
2010-08-11,Malaysia,125,9,7,3,4,1,0,0,0,0,149
2010-08-12,Malaysia,93,7,1,7,2,2,3,0,0,0,115
2010-08-13,Malaysia,31,19,23,15,16,19,7,2,0,0,132
2010-08-14,Malaysia,28,15,19,19,11,6,2,1,0,0,101
2010-08-15,Malaysia,166,94,104,88,66,66,28,15,1,0,628
2010-08-16,Malaysia,84,3,8,2,1,1,0,0,0,2,101
2010-08-17,Malaysia,102,18,3,7,9,4,2,1,0,0,146
2010-08-18,Malaysia,152,15,7,1,0,4,2,0,0,0,181
2010-08-19,Malaysia,101,12,3,6,3,1,1,0,0,0,127
2010-08-20,Malaysia,111,27,25,19,15,8,4,1,0,0,210
2010-08-21,Malaysia,55,46,40,33,22,21,9,5,0,0,231
2010-08-22,Malaysia,127,84,85,89,71,63,30,11,2,1,563
2010-08-23,Malaysia,123,14,8,4,7,3,2,0,0,0,161
2010-08-24,Malaysia,215,30,15,14,12,10,3,0,0,8,307
2010-08-25,Malaysia,225,55,31,13,21,10,2,0,0,0,357
2010-08-26,Malaysia,291,31,18,15,20,8,4,1,0,1,389
2010-08-27,Malaysia,76,40,35,21,11,8,4,3,0,0,198
2010-08-28,Malaysia,75,45,29,36,40,15,13,4,0,0,257
2010-08-29,Malaysia,132,64,84,56,62,45,33,11,0,0,487
2010-08-30,Malaysia,172,19,7,10,3,3,2,0,0,0,216
2010-08-31,Malaysia,76,38,29,33,26,16,13,9,0,0,240
2010-09-01,Malaysia,268,11,5,11,3,3,3,1,1,0,306
2010-09-02,Malaysia,129,19,14,4,7,2,3,0,0,0,178
2010-09-03,Malaysia,122,73,50,20,12,6,3,3,0,0,289
2010-09-04,Malaysia,126,54,29,20,15,16,6,5,0,1,272
2010-09-05,Malaysia,135,86,86,96,77,52,25,15,3,0,575
2010-09-06,Malaysia,88,15,12,6,6,2,0,0,0,1,130
2010-09-07,Malaysia,80,31,12,15,15,10,6,2,1,0,172
2010-09-08,Malaysia,69,32,20,15,9,4,1,1,0,0,151
2010-09-09,Malaysia,15,9,5,5,8,4,0,0,0,0,46
2010-09-10,Malaysia,0,0,0,0,0,0,0,0,0,0,0
2010-09-11,Malaysia,1,0,1,0,1,0,0,0,0,0,3
2010-09-12,Malaysia,79,40,53,30,21,15,10,4,2,1,255
2010-09-13,Malaysia,41,18,16,7,9,9,4,1,0,0,105
2010-09-14,Malaysia,63,36,29,12,19,9,3,3,0,0,174
2010-09-15,Malaysia,52,51,30,17,13,6,7,2,0,0,178
2010-09-16,Malaysia,58,39,38,36,25,23,7,1,0,0,227
2010-09-17,Malaysia,78,31,16,10,11,12,4,1,0,0,163
2010-09-18,Malaysia,930,186,113,77,80,42,30,9,0,4,1471
2010-09-19,Malaysia,161,97,83,74,71,56,29,17,0,0,588
2010-09-20,Malaysia,159,33,13,19,14,16,3,0,0,1,258
2010-09-21,Malaysia,227,71,30,19,19,14,8,2,0,0,390
2010-09-22,Malaysia,275,58,44,27,13,9,7,1,0,1,435
2010-09-23,Malaysia,451,56,34,26,19,12,6,2,0,2,608
2010-09-24,Malaysia,332,79,40,29,21,16,4,2,0,1,524
2010-09-25,Malaysia,203,56,48,34,29,15,7,4,0,0,396
2010-09-26,Malaysia,243,91,87,78,91,55,20,12,0,1,678
2010-09-27,Malaysia,174,47,35,17,19,10,3,1,0,0,306
2010-09-28,Malaysia,291,51,32,32,11,15,4,1,1,0,438
2010-09-29,Malaysia,402,50,37,23,14,15,8,3,0,1,553
2010-09-30,Malaysia,285,89,48,36,29,12,8,1,0,19,527
2010-10-01,Malaysia,111,91,68,39,22,18,12,3,1,0,365
2010-10-02,Malaysia,456,72,46,48,35,25,18,5,1,1,707
2010-10-03,Malaysia,186,88,76,89,70,62,26,6,1,1,605
2010-10-04,Malaysia,191,44,28,15,16,4,2,1,1,2,304
2010-10-05,Malaysia,176,64,41,28,17,15,3,5,0,2,351
2010-10-06,Malaysia,160,152,143,100,61,57,29,12,0,0,714
2010-10-07,Malaysia,211,69,35,34,13,9,4,1,0,0,376
2010-10-08,Malaysia,169,54,39,30,17,11,4,2,0,0,326
2010-10-09,Malaysia,181,129,78,35,36,27,15,1,1,0,503
2010-10-10,Malaysia,184,97,91,75,64,39,21,6,1,0,578
2010-10-11,Malaysia,194,49,46,24,9,8,3,5,0,1,339
2010-10-12,Malaysia,145,104,68,41,20,15,6,1,0,1,401
2010-10-13,Malaysia,464,72,52,23,13,10,5,1,0,1,641
2010-10-14,Malaysia,225,112,70,64,32,18,2,2,0,7,532
2010-10-15,Malaysia,106,55,54,38,29,10,5,3,0,0,300
2010-10-16,Malaysia,351,74,43,22,23,10,14,1,0,0,538
2010-10-17,Malaysia,148,90,91,84,62,35,21,9,1,0,541
2010-10-18,Malaysia,254,94,63,49,33,26,11,2,0,1,533
2010-10-19,Malaysia,227,73,61,45,30,17,9,1,1,2,466
2010-10-20,Malaysia,475,113,40,24,18,9,7,3,0,4,693
2010-10-21,Malaysia,256,97,65,57,43,23,13,3,0,3,560
2010-10-22,Malaysia,55,22,29,19,12,11,1,2,0,0,151
2010-10-23,Malaysia,163,90,76,53,34,17,10,3,1,0,447
2010-10-24,Malaysia,220,119,122,102,129,75,33,17,3,0,820
2010-10-25,Malaysia,123,24,18,12,3,2,1,2,0,0,185
2010-10-26,Malaysia,191,63,48,34,16,10,5,4,0,9,380
2010-10-27,Malaysia,353,102,45,25,28,17,3,2,0,1,576
2010-10-28,Malaysia,242,43,40,17,13,15,4,2,0,0,376
2010-10-29,Malaysia,219,55,39,24,18,10,9,3,1,1,379
2010-10-30,Malaysia,94,53,43,25,30,10,6,2,0,0,263
2010-10-31,Malaysia,160,124,62,66,35,39,25,12,1,0,524
2010-11-01,Malaysia,163,106,70,29,22,31,15,2,0,0,438
2010-11-02,Malaysia,167,40,25,20,7,17,7,3,0,0,286
2010-11-03,Malaysia,192,83,41,25,19,19,8,3,0,1,391
2010-11-04,Malaysia,86,48,35,32,24,7,1,2,0,0,235
2010-11-05,Malaysia,85,62,30,31,23,19,3,2,0,0,255
2010-11-06,Malaysia,95,65,53,27,20,13,6,3,0,0,282
2010-11-07,Malaysia,120,69,71,69,43,25,21,8,1,2,429
2010-11-08,Malaysia,163,70,39,23,16,1,6,1,2,0,321
2010-11-09,Malaysia,293,65,31,22,11,12,3,1,0,0,438
2010-11-10,Malaysia,327,146,83,49,30,18,10,3,0,0,666
2010-11-11,Malaysia,299,177,105,48,38,28,6,4,0,0,705
2010-11-12,Malaysia,102,57,39,35,11,17,2,2,1,0,266
2010-11-13,Malaysia,145,61,43,43,27,22,8,2,0,2,353
2010-11-14,Malaysia,190,127,99,86,60,58,41,15,1,1,678
2010-11-15,Malaysia,152,45,32,22,18,12,7,2,3,6,299
2010-11-16,Malaysia,60,59,42,40,20,18,15,1,1,1,257
2010-11-17,Malaysia,10,7,2,3,1,0,0,0,0,0,23
2010-11-18,Malaysia,51,45,34,21,19,6,5,4,1,1,187
2010-11-19,Malaysia,57,43,31,29,30,18,7,3,0,0,218
2010-11-20,Malaysia,122,75,61,56,43,32,16,5,0,0,410
2010-11-21,Malaysia,84,79,74,62,56,32,25,8,0,1,421
2010-11-22,Malaysia,53,44,33,9,9,5,1,3,0,0,157
2010-11-23,Malaysia,133,80,51,39,19,20,8,4,1,0,355
2010-11-24,Malaysia,136,79,61,35,15,11,3,1,0,1,342
2010-11-25,Malaysia,236,229,133,82,40,16,8,4,0,4,752
2010-11-26,Malaysia,91,82,64,36,29,9,4,2,0,0,317
2010-11-27,Malaysia,99,66,60,43,23,19,6,1,0,0,317
2010-11-28,Malaysia,171,109,80,73,59,37,21,9,0,0,559
2010-11-29,Malaysia,118,62,52,33,20,17,4,1,0,1,308
2010-11-30,Malaysia,181,92,67,47,38,15,11,2,0,0,453
2010-12-01,Malaysia,142,57,52,43,22,25,12,0,0,2,355
2010-12-02,Malaysia,214,126,55,49,21,11,5,3,1,1,486
2010-12-03,Malaysia,120,75,53,44,17,14,5,5,1,0,334
2010-12-04,Malaysia,148,91,61,24,29,29,12,3,1,2,400
2010-12-05,Malaysia,178,100,79,62,62,47,23,12,1,1,565
2010-12-06,Malaysia,92,32,29,15,11,8,6,2,0,1,196
2010-12-07,Malaysia,95,43,37,27,14,17,9,1,0,0,243
2010-12-08,Malaysia,91,84,65,31,24,13,8,4,0,0,320
2010-12-09,Malaysia,163,63,37,22,18,14,3,0,0,0,320
2010-12-10,Malaysia,92,52,37,34,20,16,11,3,0,0,265
2010-12-11,Malaysia,126,63,61,34,28,13,11,1,0,1,338
2010-12-12,Malaysia,185,180,155,100,96,54,38,15,1,2,826
2010-12-13,Malaysia,68,82,49,33,17,13,1,2,0,1,266
2010-12-14,Malaysia,214,116,72,41,35,20,10,2,0,0,510
2010-12-15,Malaysia,237,100,62,32,26,18,7,2,1,0,485
2010-12-16,Malaysia,235,129,73,49,36,25,11,6,0,1,565
2010-12-17,Malaysia,90,44,32,21,25,21,10,0,0,0,243
2010-12-18,Malaysia,134,98,70,54,44,32,20,5,0,0,457
2010-12-19,Malaysia,128,73,72,69,76,55,28,12,0,1,514
2010-12-20,Malaysia,188,55,32,16,13,11,5,1,0,0,321
2010-12-21,Malaysia,185,74,59,47,23,17,11,6,0,1,423
2010-12-22,Malaysia,172,82,64,32,30,10,3,1,0,0,394
2010-12-23,Malaysia,111,51,26,20,10,7,4,3,0,1,233
2010-12-24,Malaysia,57,39,13,16,4,1,3,2,0,0,135
2010-12-25,Malaysia,70,36,35,25,22,13,7,3,1,0,212
2010-12-26,Malaysia,101,78,66,65,59,33,18,14,1,1,436
2010-12-27,Malaysia,123,50,54,26,23,10,2,2,0,0,290
2010-12-28,Malaysia,157,33,20,30,8,4,6,0,1,1,260
2010-12-29,Malaysia,170,54,41,17,14,10,4,1,1,2,314
2010-12-30,Malaysia,178,32,28,28,16,9,3,2,1,0,297
2010-12-31,Malaysia,55,26,28,16,16,12,5,0,0,0,158
2011-01-01,Malaysia,65,36,46,41,23,12,9,4,0,1,237
2011-01-02,Malaysia,66,76,54,41,27,13,15,3,0,0,295
2011-01-03,Malaysia,43,27,27,28,11,8,6,4,0,0,154
2011-01-04,Malaysia,170,58,29,16,9,11,6,1,0,0,300
2011-01-05,Malaysia,336,46,29,22,16,6,2,5,0,1,463
2011-01-06,Malaysia,339,100,42,38,35,12,6,3,0,2,577
2011-01-07,Malaysia,167,59,31,13,11,19,4,3,0,3,310
2011-01-08,Malaysia,170,71,61,42,24,24,9,7,0,1,409
2011-01-09,Malaysia,180,88,87,61,62,50,19,6,0,1,554
2011-01-10,Malaysia,345,55,28,22,13,9,1,1,0,17,491
2011-01-11,Malaysia,447,72,42,37,25,11,3,2,0,0,639
2011-01-12,Malaysia,564,35,30,19,45,12,3,2,0,0,710
2011-01-13,Malaysia,456,60,18,24,13,12,6,2,0,1,592
2011-01-14,Malaysia,113,27,21,10,10,5,3,0,0,0,189
2011-01-15,Malaysia,229,43,32,26,6,9,8,2,0,0,355
2011-01-16,Malaysia,168,63,64,55,35,22,15,9,0,0,431
2011-01-17,Malaysia,331,38,28,25,10,6,1,3,0,0,442
2011-01-18,Malaysia,359,62,44,25,25,6,7,2,0,2,532
2011-01-19,Malaysia,423,55,38,27,18,12,1,3,0,0,577
2011-01-20,Malaysia,424,157,105,91,83,63,26,17,1,2,969
2011-01-21,Malaysia,348,36,21,17,12,9,7,3,1,0,454
2011-01-22,Malaysia,174,56,33,23,14,20,9,2,1,0,332
2011-01-23,Malaysia,206,73,53,36,34,21,15,6,0,0,444
2011-01-24,Malaysia,355,35,25,14,9,14,6,3,0,0,461
2011-01-25,Malaysia,539,39,24,17,6,8,8,0,0,0,641
2011-01-26,Malaysia,530,92,54,26,11,9,8,2,0,16,748
2011-01-27,Malaysia,632,172,70,51,30,3,7,5,0,2,972
2011-01-28,Malaysia,264,30,17,12,2,3,2,0,0,3,333
2011-01-29,Malaysia,312,103,27,23,14,14,8,1,0,1,503
2011-01-30,Malaysia,139,72,52,35,32,22,18,5,0,3,378
2011-01-31,Malaysia,167,34,18,14,13,5,5,0,0,0,256
2011-02-01,Malaysia,245,31,21,14,15,9,4,2,2,1,344
2011-02-02,Malaysia,152,32,20,11,12,13,4,1,0,0,245
2011-02-03,Malaysia,37,22,20,14,7,3,1,1,0,0,105
2011-02-04,Malaysia,57,49,38,32,23,25,12,6,0,1,243
2011-02-05,Malaysia,150,64,41,33,21,9,11,3,0,1,333
2011-02-06,Malaysia,75,37,42,39,32,11,7,6,0,0,249
2011-02-07,Malaysia,147,65,40,24,25,10,4,4,0,1,320
2011-02-08,Malaysia,276,36,29,10,11,8,8,1,0,0,379
2011-02-09,Malaysia,429,63,51,35,15,20,11,2,0,0,626
2011-02-10,Malaysia,456,72,34,47,29,18,10,4,0,2,672
2011-02-11,Malaysia,125,15,15,3,3,7,1,2,0,0,171
2011-02-12,Malaysia,953,129,49,43,37,17,8,3,0,2,1241
2011-02-13,Malaysia,202,57,50,39,35,18,8,6,0,0,415
2011-02-14,Malaysia,136,51,36,16,19,8,2,4,0,0,272
2011-02-15,Malaysia,114,52,39,33,24,18,5,4,0,0,289
2011-02-16,Malaysia,517,87,39,30,14,9,7,1,0,0,704
2011-02-17,Malaysia,512,86,53,48,24,22,12,3,0,1,761
2011-02-18,Malaysia,286,31,18,12,6,6,1,1,0,0,361
2011-02-19,Malaysia,296,65,44,37,26,28,10,8,0,2,516
2011-02-20,Malaysia,187,84,74,94,75,48,32,8,1,1,604
2011-02-21,Malaysia,188,48,28,15,15,6,3,0,0,0,303
2011-02-22,Malaysia,286,82,52,38,18,6,10,0,1,4,497
2011-02-23,Malaysia,381,69,46,28,22,11,9,2,0,0,568
2011-02-24,Malaysia,634,88,80,41,28,10,5,1,0,0,887
2011-02-25,Malaysia,266,85,66,41,17,17,5,1,0,1,499
2011-02-26,Malaysia,617,58,49,44,23,13,14,9,0,5,832
2011-02-27,Malaysia,309,91,75,62,41,26,15,6,0,1,626
2011-02-28,Malaysia,175,61,34,38,21,12,5,0,0,0,346
2011-03-01,Malaysia,256,60,35,28,14,10,5,2,0,1,411
2011-03-02,Malaysia,300,42,28,22,8,3,5,1,0,0,409
2011-03-03,Malaysia,404,72,42,21,11,11,6,3,0,1,571
2011-03-04,Malaysia,112,39,31,15,7,10,6,4,0,0,224
2011-03-05,Malaysia,1945,48,32,23,22,18,16,2,2,2,2110
2011-03-06,Malaysia,397,49,51,68,53,26,25,14,0,0,683
2011-03-07,Malaysia,515,48,23,11,13,8,2,2,0,0,622
2011-03-08,Malaysia,316,56,35,27,23,13,12,1,0,1,484
